epoch,acc,auc_1,loss,precision_2,recall_2,val_acc,val_auc_1,val_loss,val_precision_2,val_recall_2
0,0.8445428609848022,0.7537401914596558,0.4668675363063812,0.5967309474945068,0.09903940558433533,0.8233333230018616,0.7894461154937744,0.42329075932502747,0.5950667858123779,0.20423279702663422
1,0.850350022315979,0.7974519729614258,0.37821778655052185,0.6286672353744507,0.16677042841911316,0.8222666382789612,0.7985810041427612,0.4189310073852539,0.641541063785553,0.13509699702262878
2,0.8521285653114319,0.8066355586051941,0.3718714416027069,0.6345399618148804,0.18709419667720795,0.8267333507537842,0.7991573214530945,0.41224566102027893,0.6478696465492249,0.18236331641674042
3,0.854449987411499,0.8128743767738342,0.36715057492256165,0.6479584574699402,0.20537222921848297,0.8313999772071838,0.8126965165138245,0.40429550409317017,0.630993127822876,0.2599647343158722
4,0.8557071685791016,0.817405104637146,0.363424152135849,0.6525163650512695,0.21737970411777496,0.8344666957855225,0.8128654956817627,0.3996641933917999,0.6654135584831238,0.24973544478416443
5,0.8568285703659058,0.8198848366737366,0.36127740144729614,0.658984363079071,0.22507338225841522,0.8338000178337097,0.81874018907547,0.3980059325695038,0.6628571152687073,0.24550265073776245
6,0.8575500249862671,0.8217052221298218,0.35951682925224304,0.6593957543373108,0.23392333090305328,0.8366000056266785,0.8200300931930542,0.39463290572166443,0.6943320035934448,0.2419753074645996
7,0.8586285710334778,0.8235830068588257,0.35790279507637024,0.6687970161437988,0.23734767735004425,0.8345999717712402,0.8144454956054688,0.4021525979042053,0.7602941393852234,0.18236331641674042
8,0.8590999841690063,0.8242055773735046,0.3565642237663269,0.6682927012443542,0.24370719492435455,0.8372666835784912,0.8181268572807312,0.39424553513526917,0.6862003803253174,0.2560846507549286
9,0.8599571585655212,0.825111448764801,0.3557191491127014,0.6751824617385864,0.24682024121284485,0.8379999995231628,0.8213218450546265,0.3910527229309082,0.7043390274047852,0.24620811641216278
