epoch,acc,loss,precision_14,recall_14,val_acc,val_loss,val_precision_14,val_recall_14
0,0.8367785811424255,13792.5546875,0.13861386477947235,0.0031130481511354446,0.8109999895095825,0.7038636803627014,0.0,0.0
1,0.8390785455703735,21.272310256958008,0.16923077404499054,0.0004891932476311922,0.8109999895095825,0.8550074696540833,0.0,0.0
2,0.8327285647392273,4456264192.0,0.18299320340156555,0.01196299958974123,0.8109333515167236,1.3250094652175903,0.0,0.0
3,0.8292428851127625,3330.9599609375,0.1457085758447647,0.012985858134925365,0.8109999895095825,1.425215482711792,0.0,0.0
4,0.8340714573860168,1.377960205078125,0.11963190138339996,0.005203237757086754,0.8109999895095825,1.372660517692566,0.0,0.0
5,0.8344500064849854,1.357458233833313,0.11568409204483032,0.004625100176781416,0.8109999895095825,1.4598827362060547,0.0,0.0
6,0.8335928320884705,2.7330760955810547,0.12349118292331696,0.005914791487157345,0.8109999895095825,1.3535507917404175,0.0,0.0
7,0.8393856883049011,1.2943382263183594,0.0,0.0,0.8109999895095825,1.3225728273391724,0.0,0.0
8,0.8393856883049011,1.2688896656036377,0.0,0.0,0.8109999895095825,1.3002322912216187,0.0,0.0
9,0.8393856883049011,1.241158366203308,0.0,0.0,0.8109999895095825,1.2726175785064697,0.0,0.0
10,0.8393856883049011,1.2080355882644653,0.0,0.0,0.8109999895095825,1.2440634965896606,0.0,0.0
11,0.8393856883049011,1.165000557899475,0.0,0.0,0.8109999895095825,1.1824525594711304,0.0,0.0
12,0.8374142646789551,1113404.75,0.15671642124652863,0.0028017433360219,0.8109999895095825,1.500935435295105,0.0,0.0
13,0.8393856883049011,1.4281436204910278,0.0,0.0,0.8109999895095825,1.4409658908843994,0.0,0.0
14,0.8393571376800537,1.3714237213134766,0.0,0.0,0.8109999895095825,1.3743159770965576,0.0,0.0
15,0.8290785551071167,223367.140625,0.1739719808101654,0.01712176389992237,0.8109999895095825,2.0296711921691895,0.0,0.0
16,0.838107168674469,21.104894638061523,0.15708811581134796,0.001823356724344194,0.8109999895095825,2.2073965072631836,0.0,0.0
17,0.8393856883049011,2.148014545440674,0.0,0.0,0.8109999895095825,2.1829068660736084,0.0,0.0
18,0.8393856883049011,2.1244726181030273,0.0,0.0,0.8109999895095825,2.157194137573242,0.0,0.0
19,0.8393856883049011,2.0990631580352783,0.5,4.447211540536955e-05,0.8109999895095825,2.132448196411133,0.0,0.0
