epoch,acc,auc,loss,precision,recall,val_acc,val_auc,val_loss,val_precision,val_recall
0,0.8389999866485596,0.7593508958816528,0.43817612528800964,0.125,0.00040024903137236834,0.8109999895095825,0.7855511903762817,0.43192604184150696,0.0,0.0
1,0.8447714447975159,0.7918562293052673,0.38639891147613525,0.6525080800056458,0.0717335194349289,0.8218666911125183,0.7895941734313965,0.4190220236778259,0.586609959602356,0.19470898807048798
2,0.8476428389549255,0.7962408661842346,0.38024863600730896,0.6350467205047607,0.12087520956993103,0.8241333365440369,0.7887866497039795,0.4186190962791443,0.6064864993095398,0.19788359105587006
3,0.8476714491844177,0.7984856367111206,0.3772130310535431,0.6166063547134399,0.13639597594738007,0.823199987411499,0.7960783243179321,0.41196492314338684,0.5799126625061035,0.2342151701450348
4,0.8487356901168823,0.7999786734580994,0.3750320076942444,0.6236538887023926,0.14680245518684387,0.8198666572570801,0.8001536130905151,0.4161083400249481,0.7400721907615662,0.07231040298938751
5,0.849392831325531,0.801444947719574,0.3733237683773041,0.6234361529350281,0.1573423445224762,0.8269333243370056,0.7988888621330261,0.4095098674297333,0.6008439064025879,0.2511463761329651
6,0.8495857119560242,0.802631139755249,0.37233904004096985,0.6240444779396057,0.15974384546279907,0.8270000219345093,0.796402096748352,0.40987375378608704,0.6363636255264282,0.1975308656692505
7,0.8502071499824524,0.8033134937286377,0.3709787428379059,0.6292882561683655,0.16396869719028473,0.8255333304405212,0.7963132858276367,0.41011369228363037,0.6359102129936218,0.17989417910575867
8,0.8501642942428589,0.8040782809257507,0.36984723806381226,0.6242793798446655,0.1685493141412735,0.8259999752044678,0.8005657196044922,0.40541309118270874,0.6139817833900452,0.21375662088394165
9,0.850678563117981,0.8060474991798401,0.36869925260543823,0.63221275806427,0.1681046038866043,0.8253999948501587,0.8028121590614319,0.4047507047653198,0.6040462255477905,0.2211640179157257
