epoch,acc,auc_8,loss,precision_16,recall_16,val_acc,val_auc_8,val_loss,val_precision_16,val_recall_16
0,0.8533142805099487,0.7898039817810059,0.3951593041419983,0.6409774422645569,0.19714489579200745,0.8416666388511658,0.8301115036010742,0.3732151687145233,0.6617439985275269,0.33192241191864014
1,0.8673999905586243,0.8428289294242859,0.3252018690109253,0.688231885433197,0.3188650608062744,0.8411999940872192,0.8325800895690918,0.3922097980976105,0.7849056720733643,0.2201058268547058
2,0.8742356896400452,0.8588729500770569,0.3099030554294586,0.7101386785507202,0.36662811040878296,0.847266674041748,0.84079909324646,0.35972461104393005,0.7102009057998657,0.32416224479675293
3,0.8808571696281433,0.8741313815116882,0.2940352261066437,0.7270807027816772,0.4133683145046234,0.8471333384513855,0.8400309681892395,0.366377055644989,0.7043740749359131,0.3294532597064972
4,0.8886928558349609,0.8888390064239502,0.2771122455596924,0.7486134171485901,0.4621987044811249,0.846666693687439,0.8356167078018188,0.3785500228404999,0.682344913482666,0.3530864119529724
5,0.8981214165687561,0.9039928317070007,0.2582017779350281,0.7750351428985596,0.5152539610862732,0.8340666890144348,0.8282192349433899,0.40456923842430115,0.5754141211509705,0.46560847759246826
6,0.908050000667572,0.9204886555671692,0.23596732318401337,0.798003613948822,0.5724006295204163,0.8429333567619324,0.8175511956214905,0.4333590865135193,0.6707056164741516,0.33192241191864014
7,0.9188928604125977,0.9359922409057617,0.21244245767593384,0.8257535696029663,0.6274126172065735,0.8410666584968567,0.8052902221679688,0.4483982026576996,0.6562716364860535,0.33403879404067993
8,0.9288714528083801,0.9488391876220703,0.18945059180259705,0.84669029712677,0.6803344488143921,0.833466649055481,0.7957450151443481,0.47320905327796936,0.5784816145896912,0.43809524178504944
9,0.9384357333183289,0.9602199196815491,0.1682884246110916,0.8671043515205383,0.7283198237419128,0.8234000205993652,0.7926457524299622,0.5206165313720703,0.5384615659713745,0.4592592716217041
10,0.9461714029312134,0.9693832397460938,0.14760613441467285,0.8813386559486389,0.7683002948760986,0.8295333385467529,0.7814734578132629,0.5438488721847534,0.5720207095146179,0.38941797614097595
11,0.9526000022888184,0.975775420665741,0.13221056759357452,0.8964085578918457,0.7969847917556763,0.8211333155632019,0.7793645858764648,0.5851492285728455,0.5317991375923157,0.4483245015144348
12,0.9576714038848877,0.9803310632705688,0.11877855658531189,0.9057630300521851,0.8219780921936035,0.8241999745368958,0.7662121653556824,0.6299667954444885,0.5465225577354431,0.41022926568984985
13,0.9625499844551086,0.9846989512443542,0.1059470921754837,0.9165177345275879,0.8436805009841919,0.8194000124931335,0.7643786072731018,0.6927449107170105,0.5264706015586853,0.44197529554367065
14,0.9655857086181641,0.9871835112571716,0.09687076508998871,0.921228289604187,0.8592012524604797,0.8130000233650208,0.7616466879844666,0.735072672367096,0.5059999823570251,0.446208119392395
15,0.9695357084274292,0.9892088174819946,0.08830980956554413,0.9307768940925598,0.875433623790741,0.8271333575248718,0.7490812540054321,0.7638413310050964,0.563483715057373,0.3788359761238098
16,0.9711142778396606,0.99039226770401,0.08351460844278336,0.9325452446937561,0.8841056823730469,0.8221333622932434,0.7566590905189514,0.8125790357589722,0.5368003249168396,0.4296296238899231
17,0.9735071659088135,0.9920867681503296,0.07694843411445618,0.9367353320121765,0.8955349922180176,0.8202000260353088,0.7490612268447876,0.854053258895874,0.5295630097389221,0.43597882986068726
18,0.9756500124931335,0.9930947422981262,0.07045350968837738,0.9425191283226013,0.9034954905509949,0.815666675567627,0.7476171255111694,0.8847815990447998,0.5141357183456421,0.44902998208999634
19,0.9755285978317261,0.9933257699012756,0.0695309117436409,0.9407955408096313,0.9045628309249878,0.8154666423797607,0.7507835626602173,0.8777238726615906,0.5134700536727905,0.450440913438797
20,0.9786714315414429,0.9946376085281372,0.06227438524365425,0.9489363431930542,0.9165258407592773,0.8252000212669373,0.7154911160469055,0.9640013575553894,0.5591338276863098,0.3552028238773346
21,0.9786928296089172,0.9946414828300476,0.06217973679304123,0.9489847421646118,0.9166147708892822,0.8258666396141052,0.7178722620010376,0.9550229907035828,0.5665671825408936,0.33474427461624146
22,0.9802071452140808,0.9954586625099182,0.058000046759843826,0.9521996378898621,0.9231076836585999,0.8277999758720398,0.7265940308570862,1.003212571144104,0.5715909004211426,0.35485008358955383
23,0.9815571308135986,0.995380163192749,0.0557125061750412,0.9537661671638489,0.9302677512168884,0.8130666613578796,0.742968738079071,0.999794065952301,0.5061925649642944,0.44691357016563416
24,0.9817071557044983,0.9956273436546326,0.05469411611557007,0.9544728994369507,0.9304900765419006,0.8163333535194397,0.7283178567886353,0.9861940145492554,0.5169204473495483,0.43104055523872375
25,0.9830856919288635,0.9961674809455872,0.05020436644554138,0.9586867094039917,0.9349817633628845,0.8056666851043701,0.7425419092178345,1.0820589065551758,0.4855803847312927,0.4751322865486145
26,0.9836214184761047,0.9961247444152832,0.04984535649418831,0.9585357904434204,0.9386284947395325,0.8166666626930237,0.7312567830085754,1.0688027143478394,0.5186648964881897,0.416578471660614
27,0.9851785898208618,0.9968080520629883,0.04501050338149071,0.9626456499099731,0.944365382194519,0.8189333081245422,0.7280110716819763,1.1072803735733032,0.5272810459136963,0.4056437313556671
28,0.9840714335441589,0.9966639280319214,0.04676488786935806,0.9597784876823425,0.9402294754981995,0.8222000002861023,0.7331985831260681,1.073343276977539,0.5376344323158264,0.42328041791915894
29,0.9860857129096985,0.9968265891075134,0.043633390218019485,0.9657987952232361,0.9469003081321716,0.8153333067893982,0.7300606966018677,1.109489917755127,0.5137770175933838,0.4275132417678833
