epoch,acc,auc,loss,precision,recall,val_acc,val_auc,val_loss,val_precision,val_recall
0,0.8392500281333923,0.7010136842727661,0.4620770514011383,0.14814814925193787,0.0001778884616214782,0.8109999895095825,0.746599555015564,0.47837600111961365,0.0,0.0
1,0.8394643068313599,0.7387030124664307,0.4266453683376312,0.6279069781303406,0.001200747094117105,0.8143333196640015,0.741958737373352,0.4654022753238678,0.7551020383834839,0.02610229328274727
2,0.8431428670883179,0.747329592704773,0.41924363374710083,0.6364107728004456,0.054567284882068634,0.816266655921936,0.7466568350791931,0.456513375043869,0.6446886658668518,0.06208112835884094
3,0.843914270401001,0.7494800686836243,0.4153002202510834,0.618904709815979,0.07337899506092072,0.8176000118255615,0.747099757194519,0.45507675409317017,0.6460176706314087,0.07724867761135101
4,0.8452357053756714,0.7533564567565918,0.4120674431324005,0.6211897134780884,0.09334696829319,0.8205999732017517,0.7531766891479492,0.4485516846179962,0.6698113083839417,0.1001763641834259
5,0.8453642725944519,0.7538797855377197,0.410320520401001,0.6164116859436035,0.0985502079129219,0.8208000063896179,0.7582912445068359,0.4497004747390747,0.6601307392120361,0.10687831044197083
6,0.8458999991416931,0.7563540935516357,0.4082860052585602,0.6195595264434814,0.10508760809898376,0.8208666443824768,0.7568744421005249,0.4458340108394623,0.6868686676025391,0.09594356268644333
7,0.8460714221000671,0.7563129663467407,0.4073648750782013,0.6239407062530518,0.1047763079404831,0.8197333216667175,0.7548902034759521,0.44507575035095215,0.6219739317893982,0.11781305074691772
8,0.8465428352355957,0.7575274705886841,0.406375527381897,0.6286594867706299,0.10886774212121964,0.8207333087921143,0.760404109954834,0.443360835313797,0.7005494236946106,0.08994708955287933
9,0.846750020980835,0.7582553625106812,0.40524327754974365,0.6320102214813232,0.1097571849822998,0.8215333223342896,0.7597942352294922,0.4422154426574707,0.6031331419944763,0.16296295821666718
