epoch,acc,loss,precision_6,recall_6,val_acc,val_loss,val_precision_6,val_recall_6
0,0.8419857025146484,0.4765467643737793,0.584967315196991,0.055723562836647034,0.8212000131607056,0.42579323053359985,0.6373429298400879,0.12522046267986298
1,0.8485428690910339,0.38195154070854187,0.6192780137062073,0.1480032056570053,0.8243333101272583,0.4200214147567749,0.5929368138313293,0.22504408657550812
2,0.8499143123626709,0.37679940462112427,0.623907208442688,0.16503602266311646,0.8227333426475525,0.4165050983428955,0.6388012766838074,0.1428571492433548
3,0.8512356877326965,0.3736666738986969,0.6291452646255493,0.17971181869506836,0.8220666646957397,0.4195549786090851,0.6903669834136963,0.1061728373169899
4,0.8536357283592224,0.3695816993713379,0.6484153866767883,0.19380947947502136,0.8284666538238525,0.4101189374923706,0.7009202241897583,0.16119930148124695
5,0.8541356921195984,0.36720556020736694,0.6477744579315186,0.20128080248832703,0.8290666937828064,0.4072626829147339,0.6634499430656433,0.19400352239608765
6,0.8551928400993347,0.3652566373348236,0.6525996327400208,0.21044205129146576,0.833466649055481,0.4028197228908539,0.6970760226249695,0.2102292776107788
7,0.8560357093811035,0.36372774839401245,0.657819926738739,0.216045543551445,0.833133339881897,0.40085822343826294,0.6453590393066406,0.2599647343158722
8,0.8568142652511597,0.36182481050491333,0.6623203754425049,0.22138220071792603,0.8279333114624023,0.41159576177597046,0.7560483813285828,0.13227513432502747
9,0.8575000166893005,0.3602803945541382,0.6626058220863342,0.2297874242067337,0.8252000212669373,0.4167899191379547,0.7414966225624084,0.11534391343593597
10,0.8584928512573242,0.3593073785305023,0.6692395210266113,0.2352130264043808,0.8369333148002625,0.3965224623680115,0.6757000684738159,0.2638447880744934
11,0.8585071563720703,0.3585003614425659,0.6678369641304016,0.23685848712921143,0.8351333141326904,0.3987554609775543,0.6917372941970825,0.23033510148525238
12,0.8592071533203125,0.35708215832710266,0.6721250414848328,0.24094992876052856,0.8290666937828064,0.41771483421325684,0.728499174118042,0.15238095819950104
13,0.8592785596847534,0.35681048035621643,0.670837938785553,0.2431735247373581,0.8391333222389221,0.39357492327690125,0.7230443954467773,0.24126984179019928
14,0.8592714071273804,0.3565880060195923,0.6704629063606262,0.24348483979701996,0.8264666795730591,0.41354116797447205,0.5549762845039368,0.41305115818977356
15,0.8600714206695557,0.355413556098938,0.6765422821044922,0.2467757761478424,0.838533341884613,0.3928936719894409,0.648668110370636,0.31781303882598877
16,0.8603214025497437,0.354717880487442,0.673575758934021,0.2529129087924957,0.8369333148002625,0.39385882019996643,0.681267499923706,0.25784832239151
17,0.8603642582893372,0.35466185212135315,0.6742199659347534,0.25273504853248596,0.8389999866485596,0.39282849431037903,0.6685393452644348,0.2938271462917328
18,0.8608285784721375,0.3539876639842987,0.6775490641593933,0.2547362744808197,0.836733341217041,0.39614930748939514,0.635343611240387,0.3195767104625702
19,0.8602142930030823,0.35399824380874634,0.6733238101005554,0.25189006328582764,0.8388000130653381,0.392494797706604,0.6846767067909241,0.2726631462574005
