epoch,acc,loss,precision_4,recall_4,val_acc,val_loss,val_precision_4,val_recall_4
0,0.8446571230888367,0.4648948609828949,0.6143831610679626,0.0881437361240387,0.8182666897773743,0.4314764738082886,0.5361645817756653,0.28500881791114807
1,0.8492500185966492,0.37919843196868896,0.6186630129814148,0.16009961068630219,0.8246666789054871,0.41664355993270874,0.6326002478599548,0.17248676717281342
2,0.8513143062591553,0.3738596737384796,0.6306320428848267,0.17926709353923798,0.8285999894142151,0.4122926890850067,0.5973451137542725,0.2857142984867096
3,0.8530142903327942,0.3702109158039093,0.639596164226532,0.19438761472702026,0.8271999955177307,0.41122007369995117,0.6962843537330627,0.15202821791172028
4,0.854535698890686,0.36707308888435364,0.6488420963287354,0.20559459924697876,0.8285333514213562,0.40737783908843994,0.6654087901115417,0.1865961253643036
5,0.8561071157455444,0.3643864095211029,0.6569666266441345,0.2178688943386078,0.8260666728019714,0.41211292147636414,0.7364016771316528,0.12416225671768188
6,0.8565642833709717,0.3625323474407196,0.6580780744552612,0.2226274162530899,0.8330000042915344,0.40364596247673035,0.6883561611175537,0.21269841492176056
7,0.8579000234603882,0.36112624406814575,0.6657713055610657,0.23147736489772797,0.8330000042915344,0.40235188603401184,0.6755319237709045,0.22398589551448822
8,0.8583999872207642,0.3586394190788269,0.6707723736763,0.23250022530555725,0.8334000110626221,0.39875558018684387,0.6757321953773499,0.22786596417427063
9,0.8584071397781372,0.35838741064071655,0.6670430302619934,0.23645824193954468,0.8357999920845032,0.3979203402996063,0.7026143670082092,0.22751322388648987
10,0.8597000241279602,0.3574373126029968,0.6759030222892761,0.24299563467502594,0.8371999859809875,0.393037348985672,0.6628003120422363,0.28218695521354675
11,0.8594428300857544,0.35594961047172546,0.6722699403762817,0.2436627298593521,0.837066650390625,0.39910855889320374,0.7319098711013794,0.21763668954372406
12,0.8601214289665222,0.35547930002212524,0.6749005913734436,0.249088317155838,0.8382666707038879,0.394770085811615,0.6719932556152344,0.281834214925766
13,0.8597785830497742,0.35520368814468384,0.6711015105247498,0.24899937212467194,0.8382666707038879,0.39197275042533875,0.6472282409667969,0.31710758805274963
14,0.8607714176177979,0.35393431782722473,0.6767414212226868,0.25491416454315186,0.8356000185012817,0.391486257314682,0.6719478368759155,0.25432097911834717
15,0.8601785898208618,0.35396698117256165,0.6717404127120972,0.25317975878715515,0.8342666625976562,0.3996981978416443,0.6004605889320374,0.3679012358188629
16,0.8608357310295105,0.3531767725944519,0.6748573184013367,0.2577159106731415,0.8325333595275879,0.4059847295284271,0.7779690027236938,0.15943562984466553
17,0.8610571622848511,0.3524478077888489,0.6781352758407593,0.2568264603614807,0.8361333608627319,0.4080769419670105,0.7834586501121521,0.18377424776554108
18,0.8608285784721375,0.3523658812046051,0.6727272868156433,0.25998398661613464,0.8385999798774719,0.3926224410533905,0.7452606558799744,0.22186948359012604
19,0.8613928556442261,0.3515912592411041,0.6786087155342102,0.2602953016757965,0.8380666375160217,0.3904610276222229,0.6708754301071167,0.28112873435020447
