epoch,acc,loss,precision_8,recall_8,val_acc,val_loss,val_precision_8,val_recall_8
0,0.8527500033378601,0.40227940678596497,0.6367890238761902,0.19367606937885284,0.8414000272750854,0.3797203004360199,0.6457800269126892,0.3562610149383545
1,0.8650500178337097,0.3337184488773346,0.681924045085907,0.29947522282600403,0.8450000286102295,0.36796897649765015,0.6842485666275024,0.33403879404067993
2,0.869857132434845,0.3231739401817322,0.6957240104675293,0.33718758821487427,0.843999981880188,0.3728661835193634,0.7200000286102295,0.2857142984867096
3,0.8740571141242981,0.31364527344703674,0.7072587609291077,0.3683180510997772,0.8435999751091003,0.38516032695770264,0.7592788934707642,0.25255730748176575
4,0.8784071207046509,0.3050585687160492,0.7224891781806946,0.39446768164634705,0.8476666808128357,0.36498314142227173,0.6672749519348145,0.3869488537311554
5,0.882178544998169,0.2957630157470703,0.7300868034362793,0.4227074682712555,0.8471333384513855,0.37296250462532043,0.6562860608100891,0.40141093730926514
6,0.8871285915374756,0.2871485650539398,0.7467877864837646,0.4497465193271637,0.8461999893188477,0.37564805150032043,0.6645885109901428,0.3760141134262085
7,0.8918928503990173,0.27772441506385803,0.7599547505378723,0.47785288095474243,0.8455333113670349,0.39362621307373047,0.6860632300376892,0.33686065673828125
8,0.8966785669326782,0.26893895864486694,0.773436963558197,0.5044916868209839,0.8467333316802979,0.4056892395019531,0.7306368350982666,0.2994709014892578
9,0.9016000032424927,0.25980472564697266,0.7857611775398254,0.5325536131858826,0.8448666930198669,0.3977263569831848,0.6686586737632751,0.3552028238773346
10,0.9056928753852844,0.2510308027267456,0.7957311272621155,0.555412232875824,0.8290666937828064,0.4207252264022827,0.5543085932731628,0.4878306984901428
11,0.9105214476585388,0.24057382345199585,0.8078135848045349,0.581161618232727,0.838533341884613,0.41189849376678467,0.6121672987937927,0.39753085374832153
12,0.9144856929779053,0.23162567615509033,0.8156977891921997,0.6040647625923157,0.8411999940872192,0.46332448720932007,0.6908171772956848,0.28924161195755005
13,0.9180214405059814,0.22318105399608612,0.8221077919006348,0.624788761138916,0.8381999731063843,0.45009756088256836,0.6036585569381714,0.41904762387275696
14,0.9223928451538086,0.2138175219297409,0.8336874842643738,0.6456016898155212,0.8269333243370056,0.47088921070098877,0.5475906133651733,0.4850088059902191
15,0.9264500141143799,0.20559023320674896,0.843526303768158,0.6655251979827881,0.8307999968528748,0.48257535696029663,0.5725451707839966,0.41340386867523193
16,0.9294785857200623,0.19877223670482635,0.8480216264724731,0.6834030151367188,0.8157333135604858,0.5158271789550781,0.5127559900283813,0.5033509731292725
17,0.9330285787582397,0.19021791219711304,0.8569872379302979,0.6998132467269897,0.8237333297729492,0.5079900026321411,0.5379721522331238,0.4772486686706543
18,0.9358428716659546,0.18406222760677338,0.8606067299842834,0.7166236639022827,0.8333333134651184,0.5190362930297852,0.5906875729560852,0.3848324418067932
19,0.9396785497665405,0.17533913254737854,0.8690920472145081,0.7351685762405396,0.8316666483879089,0.5283509492874146,0.5758317112922668,0.41516754031181335
