epoch,acc,auc_2,loss,precision_4,recall_4,val_acc,val_auc_2,val_loss,val_precision_4,val_recall_4
0,0.8513143062591553,0.7916039228439331,0.4049793779850006,0.6279497146606445,0.18224672973155975,0.8356000185012817,0.8248582482337952,0.3811293840408325,0.716803789138794,0.2151675522327423
1,0.8640357255935669,0.8389211297035217,0.3343057930469513,0.6772106289863586,0.29324913024902344,0.8453333377838135,0.8341196775436401,0.36885762214660645,0.7019608020782471,0.315696656703949
2,0.8704214096069336,0.8526338934898376,0.3224327862262726,0.6993668079376221,0.33892199397087097,0.8434666395187378,0.8325101137161255,0.3811826705932617,0.781502902507782,0.23844797909259796
3,0.8748857378959656,0.8637977242469788,0.31190261244773865,0.7126840353012085,0.37031930685043335,0.8494666814804077,0.8385730385780334,0.3646519184112549,0.7089065909385681,0.3453262746334076
4,0.8787714242935181,0.8706730604171753,0.3043253719806671,0.723746120929718,0.3966023325920105,0.8465999960899353,0.8412275910377502,0.36825621128082275,0.6543352603912354,0.39929452538490295
5,0.8835214376449585,0.8798525929450989,0.2945972979068756,0.7385898232460022,0.42533132433891296,0.8468666672706604,0.8411479592323303,0.3720617890357971,0.6338308453559875,0.4493827223777771
6,0.8868643045425415,0.8870711326599121,0.2866779863834381,0.7456938028335571,0.4485902488231659,0.8471333384513855,0.8372000455856323,0.3728012442588806,0.6654456853866577,0.38447973132133484
7,0.8922643065452576,0.8953335881233215,0.2772638201713562,0.7616086006164551,0.4792315363883972,0.8463333249092102,0.8382591605186462,0.3796880543231964,0.6328986883163452,0.44514989852905273
8,0.8958785533905029,0.9013088345527649,0.2698397636413574,0.7705411314964294,0.5008894205093384,0.8451333045959473,0.8333801031112671,0.3838212490081787,0.6514793038368225,0.38835978507995605
9,0.9004071354866028,0.909456729888916,0.26025986671447754,0.7835379838943481,0.5249488353729248,0.8460000157356262,0.8273487687110901,0.40507474541664124,0.7011494040489197,0.32275131344795227
