epoch,acc,loss,precision_2,recall_2,val_acc,val_loss,val_precision_2,val_recall_2
0,0.8511000275611877,0.44896870851516724,0.6316211819648743,0.17499777674674988,0.8394666910171509,0.3746582269668579,0.6330218315124512,0.3583774268627167
1,0.8652928471565247,0.32797619700431824,0.6682750582695007,0.32028818130493164,0.841866672039032,0.3735105097293854,0.7785800099372864,0.2282186895608902
2,0.8724499940872192,0.31072795391082764,0.6894181370735168,0.3746331036090851,0.8405333161354065,0.36883825063705444,0.5992828607559204,0.47160494327545166
3,0.8800285458564758,0.295340359210968,0.7117445468902588,0.4252868592739105,0.8380666375160217,0.37193620204925537,0.5857263803482056,0.4892416298389435
4,0.8881999850273132,0.2775750756263733,0.7318496108055115,0.4796762466430664,0.8452666401863098,0.375796914100647,0.68304842710495,0.3382716178894043
5,0.8984214067459106,0.25774577260017395,0.7584912776947021,0.5392688512802124,0.8431333303451538,0.3977971374988556,0.6918789744377136,0.3065255880355835
6,0.9075571298599243,0.23863554000854492,0.7832047343254089,0.5868985056877136,0.8353999853134155,0.40810611844062805,0.5919597744941711,0.4155202805995941
7,0.9177785515785217,0.21614114940166473,0.8078196048736572,0.640442967414856,0.828000009059906,0.4522077441215515,0.5525339841842651,0.4730158746242523
8,0.9265857338905334,0.19700518250465393,0.8254425525665283,0.6885172724723816,0.8321999907493591,0.4387255907058716,0.5910652875900269,0.3640211522579193
9,0.9334642887115479,0.178603395819664,0.8414829969406128,0.7216935157775879,0.8149333596229553,0.5049038529396057,0.5105621218681335,0.5029982328414917
10,0.9429428577423096,0.15861393511295319,0.8650050163269043,0.7639864683151245,0.8148000240325928,0.5206074118614197,0.5109404921531677,0.4694885313510895
11,0.9493428468704224,0.14373554289340973,0.8813038468360901,0.79115891456604,0.8177333474159241,0.5948532819747925,0.5218520164489746,0.4253968298435211
12,0.9541071653366089,0.13133452832698822,0.8892821073532104,0.8158409595489502,0.8305333256721497,0.5944275856018066,0.5793178081512451,0.37742504477500916
13,0.9596499800682068,0.11944204568862915,0.9044439196586609,0.8372320532798767,0.8249333500862122,0.7012869715690613,0.5515031814575195,0.3947089910507202
14,0.9626500010490417,0.1100870743393898,0.9085270762443542,0.8533754348754883,0.8151333332061768,0.6363195180892944,0.5129924416542053,0.4317460358142853
15,0.966528594493866,0.1009269505739212,0.9180759191513062,0.8691630363464355,0.8068000078201294,0.7082880139350891,0.48809972405433655,0.45573192834854126
16,0.9690142869949341,0.09333653748035431,0.9232276082038879,0.8802810907363892,0.8135333061218262,0.7441329956054688,0.5076612830162048,0.44409170746803284
17,0.9711142778396606,0.08761076629161835,0.9276108145713806,0.889575719833374,0.8007333278656006,0.7678611874580383,0.4722622334957123,0.4624338746070862
18,0.973378598690033,0.0825790986418724,0.9329732656478882,0.8988259434700012,0.8201333284378052,0.7989659905433655,0.5363010168075562,0.356966495513916
19,0.9758999943733215,0.07633870840072632,0.941630482673645,0.9061193466186523,0.815933346748352,0.7749630212783813,0.5168949961662292,0.39929452538490295
